Anchor_RGB,Color_A_RGB,Color_B_RGB,Preference
"[0.4150961, 0.1713877, 0.7814167]","[0.42906153, 0.749179, 0.7213929]","[0.72913647, 0.32295892, 0.04245738]",A
"[0.15462407, 0.7007776, 0.48112673]","[0.16522104, 0.42511186, 0.8882349]","[0.9826182, 0.6709085, 0.58008516]",A
"[0.51890486, 0.83636945, 0.40610352]","[0.9826182, 0.6709085, 0.58008516]","[0.17557667, 0.2760003, 0.15214899]",B
"[0.78516006, 0.30704445, 0.8314146]","[0.9621927, 0.45487416, 0.04993]","[0.11911716, 0.6405817, 0.40095305]",B
"[0.9826182, 0.6709085, 0.58008516]","[0.26370928, 0.4978918, 0.27334753]","[0.21776927, 0.96644473, 0.9192531]",A
"[0.05598057, 0.9060659, 0.96429306]","[0.9036363, 0.5552609, 0.16212046]","[0.24734546, 0.31566843, 0.87018234]",B
"[0.05598057, 0.9060659, 0.96429306]","[0.9036363, 0.5552609, 0.16212046]","[0.24734546, 0.31566843, 0.87018234]",B
"[0.7123119, 0.2002955, 0.15480842]","[0.67062795, 0.66007024, 0.18589692]","[0.010347196, 0.5238047, 0.8579724]",B
"[0.013826572, 0.21975562, 0.43194073]","[6.9625676e-06, 0.41466448, 0.026792966]","[0.97901726, 0.08437146, 0.13171081]",B
"[0.9621927, 0.45487416, 0.04993]","[0.78516006, 0.30704445, 0.8314146]","[0.7819215, 0.9404831, 0.38232687]",A
"[0.76902217, 0.56702423, 0.2993139]","[0.52335817, 0.4073139, 0.82327074]","[0.94108915, 0.36720967, 0.7865042]",B
"[0.48754978, 0.2719269, 0.61678654]","[6.9625676e-06, 0.41466448, 0.026792966]","[0.9688498, 0.9751929, 0.9874301]",A
"[0.48754978, 0.2719269, 0.61678654]","[6.9625676e-06, 0.41466448, 0.026792966]","[0.9688498, 0.9751929, 0.9874301]",A
"[0.535285, 0.03781546, 0.9989952]","[0.101245135, 0.21812493, 0.08598353]","[0.9688498, 0.9751929, 0.9874301]",A
"[0.8733452, 0.12853096, 0.5047723]","[0.46765006, 0.688917, 0.7509401]","[0.45729828, 0.360897, 0.114294976]",A
"[0.8733452, 0.12853096, 0.5047723]","[0.46765006, 0.688917, 0.7509401]","[0.45729828, 0.360897, 0.114294976]",B
"[0.92626077, 0.77242625, 0.755602]","[0.0665056, 0.56421286, 0.13896818]","[0.57582855, 0.024302088, 0.52805394]",B
"[0.33230212, 0.066540144, 0.06282513]","[0.9036363, 0.5552609, 0.16212046]","[0.07667417, 0.4855825, 0.9957981]",B
"[0.62807655, 0.36418915, 0.44651523]","[0.101245135, 0.21812493, 0.08598353]","[0.73922664, 0.7755021, 0.47841862]",B
"[0.6537612, 0.78542536, 0.011368416]","[0.9890998, 0.506645, 0.31665164]","[0.08242133, 0.33686778, 0.23237601]",B
"[0.6537612, 0.78542536, 0.011368416]","[0.9890998, 0.506645, 0.31665164]","[0.08242133, 0.33686778, 0.23237601]",B
"[0.32233462, 0.5200637, 0.37772506]","[0.12234927, 0.11579688, 0.8264678]","[0.92265815, 0.48395243, 0.45447686]",A
"[0.9161706, 0.3187196, 0.6944729]","[0.64390105, 0.60728776, 0.41652346]","[0.1809844, 0.6663909, 0.9826169]",B
"[0.9161706, 0.3187196, 0.6944729]","[0.64390105, 0.60728776, 0.41652346]","[0.1809844, 0.6663909, 0.9826169]",B
"[0.37512806, 0.37683457, 0.12850133]","[0.21776927, 0.96644473, 0.9192531]","[0.013826572, 0.21975562, 0.43194073]",B
"[0.5852054, 0.17302683, 0.26072562]","[0.8318545, 0.83262223, 0.8628065]","[0.101245135, 0.21812493, 0.08598353]",B
"[0.5852054, 0.17302683, 0.26072562]","[0.8318545, 0.83262223, 0.8628065]","[0.101245135, 0.21812493, 0.08598353]",B
"[0.21318863, 0.28590554, 0.36870685]","[0.9319646, 0.5931881, 0.6607578]","[0.390983, 0.64923936, 0.21891613]",A
"[0.48152608, 0.8192007, 0.9267941]","[0.9319646, 0.5931881, 0.6607578]","[0.08242133, 0.33686778, 0.23237601]",A
"[0.9444431, 0.8763506, 0.48608294]","[0.26047212, 0.75457966, 0.9406378]","[0.8371889, 0.22305067, 0.006333817]",B
"[0.28823346, 0.2067564, 0.6761094]","[0.72913647, 0.32295892, 0.04245738]","[0.26047212, 0.75457966, 0.9406378]",B
"[0.28823346, 0.2067564, 0.6761094]","[0.72913647, 0.32295892, 0.04245738]","[0.26047212, 0.75457966, 0.9406378]",B
"[0.016104132, 0.67351943, 0.1179878]","[0.21318863, 0.28590554, 0.36870685]","[0.92626077, 0.77242625, 0.755602]",A
"[0.016104132, 0.67351943, 0.1179878]","[0.21318863, 0.28590554, 0.36870685]","[0.92626077, 0.77242625, 0.755602]",A
"[0.7346465, 0.47214857, 0.8097857]","[0.9036363, 0.5552609, 0.16212046]","[0.05598057, 0.9060659, 0.96429306]",B
"[0.03811617, 0.4525422, 0.5253325]","[0.31663245, 0.840888, 0.035077773]","[0.9161706, 0.3187196, 0.6944729]",B
"[0.03811617, 0.4525422, 0.5253325]","[0.31663245, 0.840888, 0.035077773]","[0.9161706, 0.3187196, 0.6944729]",A
"[0.23164529, 0.5879376, 0.7741061]","[0.57582855, 0.024302088, 0.52805394]","[0.016104132, 0.67351943, 0.1179878]",B
"[0.51275206, 0.25864294, 0.09109107]","[0.9847657, 0.24967262, 0.89123046]","[0.390983, 0.64923936, 0.21891613]",B
"[0.12500314, 0.15350412, 0.045116834]","[0.27974522, 0.7235318, 0.3636102]","[0.8483119, 0.04133141, 0.26819807]",A
"[0.42906153, 0.749179, 0.7213929]","[0.4150961, 0.1713877, 0.7814167]","[0.72913647, 0.32295892, 0.04245738]",A
"[0.8353322, 0.41991124, 0.41344228]","[0.08819245, 0.01700423, 0.32502288]","[0.7786401, 0.76292294, 0.14391491]",A
"[0.9036363, 0.5552609, 0.16212046]","[0.33230212, 0.066540144, 0.06282513]","[0.40474138, 0.95437765, 0.31351748]",B
"[0.37246847, 0.35377383, 0.9725774]","[0.72913647, 0.32295892, 0.04245738]","[0.10664907, 0.85901517, 0.7948752]",B
"[0.37246847, 0.35377383, 0.9725774]","[0.72913647, 0.32295892, 0.04245738]","[0.10664907, 0.85901517, 0.7948752]",A
"[0.37246847, 0.35377383, 0.9725774]","[0.72913647, 0.32295892, 0.04245738]","[0.10664907, 0.85901517, 0.7948752]",A
"[0.07246145, 0.75816095, 0.29631272]","[0.9036363, 0.5552609, 0.16212046]","[0.35652223, 0.6127373, 0.8753243]",A
"[0.6660533, 0.08843484, 0.6040236]","[0.5570857, 0.61530143, 0.55899036]","[0.3061055, 0.62804973, 0.8660026]",B
"[0.84177, 0.52832305, 0.7056989]","[0.26047212, 0.75457966, 0.9406378]","[0.9464923, 0.69626, 0.07872985]",B
"[0.43531132, 0.327962, 0.39774713]","[0.28475317, 0.5418098, 0.09427215]","[0.9688498, 0.9751929, 0.9874301]",A
"[0.43531132, 0.327962, 0.39774713]","[0.28475317, 0.5418098, 0.09427215]","[0.9688498, 0.9751929, 0.9874301]",A
"[0.13535102, 0.7947297, 0.83964837]","[0.32679337, 0.23234676, 0.83406353]","[0.78516006, 0.30704445, 0.8314146]",A
"[0.13535102, 0.7947297, 0.83964837]","[0.32679337, 0.23234676, 0.83406353]","[0.78516006, 0.30704445, 0.8314146]",A
"[0.6041403, 0.124116406, 0.029439755]","[0.07667417, 0.4855825, 0.9957981]","[0.9464923, 0.69626, 0.07872985]",A
"[0.32098967, 0.82835215, 0.9853358]","[0.36550015, 0.00555774, 0.8266844]","[0.77376544, 0.44246095, 0.35966438]",A
"[0.81242263, 0.5140365, 0.57607293]","[0.13039611, 0.15699711, 0.06214598]","[0.32098967, 0.82835215, 0.9853358]",B
"[0.81242263, 0.5140365, 0.57607293]","[0.13039611, 0.15699711, 0.06214598]","[0.32098967, 0.82835215, 0.9853358]",B
"[0.014269145, 0.22415216, 0.3973662]","[0.06815392, 0.56768584, 0.03507147]","[0.92670316, 0.5733201, 0.97327435]",A
"[0.23345873, 0.687505, 0.18800086]","[0.13512208, 0.6787531, 0.963115]","[0.77376544, 0.44246095, 0.35966438]",A
"[0.23345873, 0.687505, 0.18800086]","[0.13512208, 0.6787531, 0.963115]","[0.77376544, 0.44246095, 0.35966438]",B
"[0.96725816, 0.042811982, 0.7768649]","[0.39230075, 0.29244867, 0.10876994]","[0.24999966, 0.8147248, 0.7043828]",B
"[0.96725816, 0.042811982, 0.7768649]","[0.39230075, 0.29244867, 0.10876994]","[0.24999966, 0.8147248, 0.7043828]",B
"[0.96725816, 0.042811982, 0.7768649]","[0.39230075, 0.29244867, 0.10876994]","[0.24999966, 0.8147248, 0.7043828]",B
"[0.6487655, 0.90468323, 0.372675]","[0.53357005, 0.64982986, 0.8898887]","[0.77376544, 0.44246095, 0.35966438]",B
"[0.6487655, 0.90468323, 0.372675]","[0.53357005, 0.64982986, 0.8898887]","[0.77376544, 0.44246095, 0.35966438]",B
"[0.6487655, 0.90468323, 0.372675]","[0.53357005, 0.64982986, 0.8898887]","[0.77376544, 0.44246095, 0.35966438]",A
"[0.48683274, 0.5851584, 0.25230265]","[0.27812546, 0.59906924, 0.92348534]","[0.93277866, 0.090685815, 0.0012051342]",A
"[0.08322915, 0.9443706, 0.5489624]","[0.44733378, 0.5097297, 0.94887346]","[0.95472366, 0.558709, 0.24815209]",A
"[0.26864272, 0.1120404, 0.082274534]","[0.89568466, 0.63580966, 0.67045826]","[0.06815392, 0.56768584, 0.03507147]",A
"[0.26864272, 0.1120404, 0.082274534]","[0.89568466, 0.63580966, 0.67045826]","[0.06815392, 0.56768584, 0.03507147]",B
"[0.30964318, 0.6615895, 0.7456387]","[0.9178255, 0.4673875, 0.5165448]","[0.046155497, 0.036674432, 0.21561326]",A
"[0.30964318, 0.6615895, 0.7456387]","[0.9178255, 0.4673875, 0.5165448]","[0.046155497, 0.036674432, 0.21561326]",A
"[0.30964318, 0.6615895, 0.7456387]","[0.9178255, 0.4673875, 0.5165448]","[0.046155497, 0.036674432, 0.21561326]",A
"[0.30964318, 0.6615895, 0.7456387]","[0.9178255, 0.4673875, 0.5165448]","[0.046155497, 0.036674432, 0.21561326]",B
"[0.8225448, 0.99519205, 0.81892955]","[0.3837783, 0.4274564, 0.9811446]","[0.9837312, 0.35310864, 0.06288937]",A
"[0.8225448, 0.99519205, 0.81892955]","[0.3837783, 0.4274564, 0.9811446]","[0.9837312, 0.35310864, 0.06288937]",A
"[0.15105188, 0.80205303, 0.44915825]","[0.062207308, 0.41386253, 0.7002079]","[0.7510972, 0.33967954, 0.7378982]",B
"[0.9178255, 0.4673875, 0.5165448]","[0.046155497, 0.036674432, 0.21561326]","[0.91016215, 0.9466019, 0.48965833]",A
"[0.73238903, 0.60465044, 0.11614196]","[0.24050012, 0.59253633, 0.81574637]","[0.9755153, 0.11433292, 0.4555537]",B
"[0.46533307, 0.12597197, 0.9198487]","[0.21691933, 0.87720835, 0.90176076]","[0.39230075, 0.29244867, 0.10876994]",B
"[0.38198403, 0.90869117, 0.008944645]","[0.39230075, 0.29244867, 0.10876994]","[0.090333045, 0.7144164, 0.9064696]",B
"[0.38198403, 0.90869117, 0.008944645]","[0.39230075, 0.29244867, 0.10876994]","[0.090333045, 0.7144164, 0.9064696]",B
"[0.678047, 0.32193097, 0.95523816]","[0.47114727, 0.9584567, 0.7691091]","[0.39230075, 0.29244867, 0.10876994]",A
"[0.1885214, 0.023240555, 0.6085977]","[0.89385945, 0.37536433, 0.2119742]","[0.090333045, 0.7144164, 0.9064696]",A
"[0.031832166, 0.549092, 0.8059706]","[0.31974214, 0.32026425, 0.02088255]","[0.85506773, 0.807703, 0.5124356]",B
"[0.767516, 0.21247333, 0.22101358]","[0.36876804, 0.5180368, 0.1671132]","[0.13512208, 0.6787531, 0.963115]",B
"[0.5857035, 0.8555954, 0.6292022]","[0.12035388, 0.266373, 0.15388587]","[0.9516937, 0.41559052, 0.26004225]",B
"[0.5857035, 0.8555954, 0.6292022]","[0.12035388, 0.266373, 0.15388587]","[0.9516937, 0.41559052, 0.26004225]",B
"[0.35030195, 0.38277635, 0.34306595]","[0.18305455, 0.9895353, 0.12682615]","[0.86400235, 0.17050466, 0.99307626]",B
"[0.571203, 0.24383369, 0.8594914]","[0.15841962, 0.85501176, 0.75201035]","[0.95472366, 0.558709, 0.24815209]",B
"[0.571203, 0.24383369, 0.8594914]","[0.15841962, 0.85501176, 0.75201035]","[0.95472366, 0.558709, 0.24815209]",B
"[0.764421, 0.8243261, 0.2714938]","[0.74551004, 0.22082955, 0.016251579]","[0.090333045, 0.7144164, 0.9064696]",B
"[0.062207308, 0.41386253, 0.7002079]","[0.14364277, 0.5408154, 0.087809]","[0.93485993, 0.83551997, 0.61593896]",B
"[0.21691933, 0.87720835, 0.90176076]","[0.31974214, 0.32026425, 0.02088255]","[0.46533307, 0.12597197, 0.9198487]",B
"[0.21691933, 0.87720835, 0.90176076]","[0.31974214, 0.32026425, 0.02088255]","[0.46533307, 0.12597197, 0.9198487]",A
"[0.9837312, 0.35310864, 0.06288937]","[0.4564046, 0.64766735, 0.070759565]","[0.4068322, 0.102737874, 0.80128866]",B
"[0.44108438, 0.7709368, 0.58764565]","[0.9516937, 0.41559052, 0.26004225]","[0.029711556, 0.3513729, 0.88201094]",B
"[0.92670316, 0.5733201, 0.97327435]","[0.16049767, 0.09450539, 0.36479807]","[0.93879396, 0.935884, 0.73419714]",A
"[0.92670316, 0.5733201, 0.97327435]","[0.16049767, 0.09450539, 0.36479807]","[0.93879396, 0.935884, 0.73419714]",A
"[0.83338535, 0.10802116, 0.6745851]","[0.48211506, 0.44017595, 0.2402676]","[0.13512208, 0.6787531, 0.963115]",B
"[0.83338535, 0.10802116, 0.6745851]","[0.48211506, 0.44017595, 0.2402676]","[0.13512208, 0.6787531, 0.963115]",B
"[0.2619507, 0.97578454, 0.4066651]","[0.81794286, 0.48130587, 0.15922777]","[0.24050012, 0.59253633, 0.81574637]",B
"[0.5598599, 0.26258743, 0.6205365]","[0.6189219, 0.43351838, 0.042949278]","[0.32098967, 0.82835215, 0.9853358]",B
"[0.16749, 0.6162675, 0.6407023]","[0.6098515, 0.16349359, 0.43151987]","[0.93277866, 0.090685815, 0.0012051342]",A
"[0.16749, 0.6162675, 0.6407023]","[0.6098515, 0.16349359, 0.43151987]","[0.93277866, 0.090685815, 0.0012051342]",B
"[0.90132767, 0.15317301, 0.3233241]","[0.93879396, 0.935884, 0.73419714]","[0.13695073, 0.43385783, 0.41965318]",B
"[0.7156704, 0.79044646, 0.79398173]","[0.12035388, 0.266373, 0.15388587]","[0.5121012, 0.07678245, 0.28177473]",B
"[0.4277688, 0.71897995, 0.83085895]","[0.3984872, 0.054631367, 0.49754283]","[0.84795046, 0.2938182, 0.4776689]",B
"[0.4277688, 0.71897995, 0.83085895]","[0.3984872, 0.054631367, 0.49754283]","[0.84795046, 0.2938182, 0.4776689]",B
"[0.23451267, 0.33355677, 0.30157605]","[0.18305455, 0.9895353, 0.12682615]","[0.9996609, 0.23029794, 0.5797611]",B
"[0.60051537, 0.5452977, 0.46842176]","[0.046155497, 0.036674432, 0.21561326]","[0.29249004, 0.043456566, 0.65405697]",A
"[0.33554974, 0.19307403, 0.5045501]","[0.8871011, 0.521306, 0.2942994]","[0.0977395, 0.6301677, 0.35329944]",B
"[0.3361879, 0.70555836, 0.4699141]","[0.14596045, 0.28371313, 0.5453254]","[0.81242263, 0.5140365, 0.57607293]",A
"[0.7960036, 0.8868179, 0.09001501]","[0.9837312, 0.35310864, 0.06288937]","[0.23451267, 0.33355677, 0.30157605]",B
"[0.7960036, 0.8868179, 0.09001501]","[0.9837312, 0.35310864, 0.06288937]","[0.23451267, 0.33355677, 0.30157605]",A
"[0.70606726, 0.31116527, 0.19586349]","[0.7229505, 0.86688083, 0.47359976]","[0.6153463, 0.9181096, 0.95154965]",B
"[0.89568466, 0.63580966, 0.67045826]","[0.24376807, 0.071323514, 0.1628834]","[0.35296038, 0.89086276, 0.6824543]",A
"[0.89568466, 0.63580966, 0.67045826]","[0.24376807, 0.071323514, 0.1628834]","[0.35296038, 0.89086276, 0.6824543]",A
"[0.86400235, 0.17050466, 0.99307626]","[0.81794286, 0.48130587, 0.15922777]","[0.47114727, 0.9584567, 0.7691091]",A
"[0.5493778, 0.77653277, 0.4052278]","[0.89385945, 0.37536433, 0.2119742]","[0.27812546, 0.59906924, 0.92348534]",A
"[0.93277866, 0.090685815, 0.0012051342]","[0.48683274, 0.5851584, 0.25230265]","[0.031832166, 0.549092, 0.8059706]",B
"[0.747098, 0.9779628, 0.6007352]","[0.13512208, 0.6787531, 0.963115]","[0.39230075, 0.29244867, 0.10876994]",A
"[0.44964743, 0.25265747, 0.43373924]","[0.20506248, 0.39603508, 0.1240188]","[0.090333045, 0.7144164, 0.9064696]",B
"[0.20506248, 0.39603508, 0.1240188]","[0.1885214, 0.023240555, 0.6085977]","[0.89385945, 0.37536433, 0.2119742]",B
"[0.5695288, 0.73281616, 0.14602426]","[0.13039611, 0.15699711, 0.06214598]","[0.53357005, 0.64982986, 0.8898887]",A
"[0.5695288, 0.73281616, 0.14602426]","[0.13039611, 0.15699711, 0.06214598]","[0.53357005, 0.64982986, 0.8898887]",A
"[0.5860342, 0.37100938, 0.34553707]","[0.32098967, 0.82835215, 0.9853358]","[0.35951266, 0.7646441, 0.30568323]",A
"[0.7794963, 0.70151633, 0.75760084]","[0.014269145, 0.22415216, 0.3973662]","[0.3584587, 0.15179595, 0.20052366]",B
"[0.046155497, 0.036674432, 0.21561326]","[0.006984045, 0.4932204, 0.004873626]","[0.9178255, 0.4673875, 0.5165448]",A
"[0.046155497, 0.036674432, 0.21561326]","[0.006984045, 0.4932204, 0.004873626]","[0.9178255, 0.4673875, 0.5165448]",B
"[0.20196627, 0.5000174, 0.38542888]","[0.24376807, 0.071323514, 0.1628834]","[0.9837312, 0.35310864, 0.06288937]",B
"[0.3837783, 0.4274564, 0.9811446]","[0.20506248, 0.39603508, 0.1240188]","[0.95472366, 0.558709, 0.24815209]",B
"[0.3837783, 0.4274564, 0.9811446]","[0.20506248, 0.39603508, 0.1240188]","[0.95472366, 0.558709, 0.24815209]",A
"[0.4564046, 0.64766735, 0.070759565]","[0.9837312, 0.35310864, 0.06288937]","[0.24050012, 0.59253633, 0.81574637]",B
"[0.91016215, 0.9466019, 0.48965833]","[0.9178255, 0.4673875, 0.5165448]","[0.23451267, 0.33355677, 0.30157605]",B
"[0.2995945, 0.1745583, 0.27936298]","[0.94620305, 0.65905285, 0.872848]","[0.36876804, 0.5180368, 0.1671132]",A
"[0.2995945, 0.1745583, 0.27936298]","[0.94620305, 0.65905285, 0.872848]","[0.36876804, 0.5180368, 0.1671132]",B
"[0.2995945, 0.1745583, 0.27936298]","[0.94620305, 0.65905285, 0.872848]","[0.36876804, 0.5180368, 0.1671132]",A
"[0.27812546, 0.59906924, 0.92348534]","[0.35951266, 0.7646441, 0.30568323]","[0.87051, 0.6809696, 0.028751843]",A
"[0.27812546, 0.59906924, 0.92348534]","[0.35951266, 0.7646441, 0.30568323]","[0.87051, 0.6809696, 0.028751843]",A
"[0.27812546, 0.59906924, 0.92348534]","[0.35951266, 0.7646441, 0.30568323]","[0.87051, 0.6809696, 0.028751843]",A
"[0.54466176, 0.1393044, 0.10415315]","[0.16749, 0.6162675, 0.6407023]","[0.969287, 0.87340355, 0.9121092]",A
"[0.54466176, 0.1393044, 0.10415315]","[0.16749, 0.6162675, 0.6407023]","[0.969287, 0.87340355, 0.9121092]",A
"[0.08875267, 0.45386425, 0.46067357]","[0.9939218, 0.969349, 0.037291437]","[0.90132767, 0.15317301, 0.3233241]",B
"[0.18305455, 0.9895353, 0.12682615]","[0.090333045, 0.7144164, 0.9064696]","[0.81794286, 0.48130587, 0.15922777]",B
"[0.8847866, 0.27990356, 0.8387434]","[0.3014273, 0.9315847, 0.8530962]","[0.39230075, 0.29244867, 0.10876994]",B
"[0.69937354, 0.6671625, 0.30933943]","[0.13512208, 0.6787531, 0.963115]","[0.26864272, 0.1120404, 0.082274534]",A
"[0.4130597, 0.84616923, 0.31545392]","[0.12035388, 0.266373, 0.15388587]","[0.13512208, 0.6787531, 0.963115]",A
"[0.6480027, 0.3844513, 0.64846563]","[0.31974214, 0.32026425, 0.02088255]","[0.21691933, 0.87720835, 0.90176076]",A
"[0.95472366, 0.558709, 0.24815209]","[0.7208733, 0.12195462, 0.8939973]","[0.33006245, 0.9521294, 0.11247098]",A
"[0.21955946, 0.2107296, 0.7862346]","[0.13039611, 0.15699711, 0.06214598]","[0.969287, 0.87340355, 0.9121092]",A
"[0.0012490386, 0.7365759, 0.6127883]","[0.96725816, 0.042811982, 0.7768649]","[0.18464315, 0.24807186, 0.7405926]",A
"[0.0012490386, 0.7365759, 0.6127883]","[0.96725816, 0.042811982, 0.7768649]","[0.18464315, 0.24807186, 0.7405926]",B
"[0.0012490386, 0.7365759, 0.6127883]","[0.96725816, 0.042811982, 0.7768649]","[0.18464315, 0.24807186, 0.7405926]",A
"[0.96070355, 0.30401623, 0.63437194]","[0.75731707, 0.5787154, 0.12900081]","[0.13512208, 0.6787531, 0.963115]",B
"[0.6425161, 0.62782156, 0.2339029]","[0.6323171, 0.011642243, 0.1345733]","[0.031832166, 0.549092, 0.8059706]",B
"[0.69754475, 0.40662605, 0.8234869]","[0.6189219, 0.43351838, 0.042949278]","[0.43720734, 0.9968058, 0.68831664]",B
"[0.8871011, 0.521306, 0.2942994]","[0.5517031, 0.016011601, 0.9779943]","[0.38198403, 0.90869117, 0.008944645]",B
"[0.8871011, 0.521306, 0.2942994]","[0.5517031, 0.016011601, 0.9779943]","[0.38198403, 0.90869117, 0.008944645]",A
"[0.8871011, 0.521306, 0.2942994]","[0.5517031, 0.016011601, 0.9779943]","[0.38198403, 0.90869117, 0.008944645]",A
"[0.18464315, 0.24807186, 0.7405926]","[0.9837312, 0.35310864, 0.06288937]","[0.0012490386, 0.7365759, 0.6127883]",B
"[0.090333045, 0.7144164, 0.9064696]","[0.29249004, 0.043456566, 0.65405697]","[0.18305455, 0.9895353, 0.12682615]",A
"[0.3014273, 0.9315847, 0.8530962]","[0.9085701, 0.18956074, 0.877852]","[0.31974214, 0.32026425, 0.02088255]",A
"[0.45822918, 0.40280217, 0.56246346]","[0.747098, 0.9779628, 0.6007352]","[0.5263277, 0.6949781, 0.31909236]",A
"[0.6874226, 0.08318577, 0.56269574]","[0.6189219, 0.43351838, 0.042949278]","[0.6153463, 0.9181096, 0.95154965]",A
"[0.9939218, 0.969349, 0.037291437]","[0.39230075, 0.29244867, 0.10876994]","[0.50366116, 0.5873141, 0.6924455]",B
"[0.9939218, 0.969349, 0.037291437]","[0.39230075, 0.29244867, 0.10876994]","[0.50366116, 0.5873141, 0.6924455]",B
"[0.9939218, 0.969349, 0.037291437]","[0.39230075, 0.29244867, 0.10876994]","[0.50366116, 0.5873141, 0.6924455]",A
"[0.9939218, 0.969349, 0.037291437]","[0.39230075, 0.29244867, 0.10876994]","[0.50366116, 0.5873141, 0.6924455]",B
"[0.19598964, 0.26102734, 0.9972477]","[0.9837312, 0.35310864, 0.06288937]","[0.04017207, 0.7956688, 0.66727793]",A
"[0.19598964, 0.26102734, 0.9972477]","[0.9837312, 0.35310864, 0.06288937]","[0.04017207, 0.7956688, 0.66727793]",B
"[0.04017207, 0.7956688, 0.66727793]","[0.19598964, 0.26102734, 0.9972477]","[0.77376544, 0.44246095, 0.35966438]",A
"[0.77376544, 0.44246095, 0.35966438]","[0.32098967, 0.82835215, 0.9853358]","[0.006984045, 0.4932204, 0.004873626]",A
"[0.5922581, 0.6100152, 0.77181685]","[0.9939218, 0.969349, 0.037291437]","[0.13039611, 0.15699711, 0.06214598]",B
"[0.3584587, 0.15179595, 0.20052366]","[0.94620305, 0.65905285, 0.872848]","[0.6425161, 0.62782156, 0.2339029]",A
"[0.052768778, 0.18291265, 0.8428724]","[0.13039611, 0.15699711, 0.06214598]","[0.8163583, 0.7261553, 0.7075797]",A
"[0.052768778, 0.18291265, 0.8428724]","[0.13039611, 0.15699711, 0.06214598]","[0.8163583, 0.7261553, 0.7075797]",A
"[0.052768778, 0.18291265, 0.8428724]","[0.13039611, 0.15699711, 0.06214598]","[0.8163583, 0.7261553, 0.7075797]",A
"[0.21054973, 0.6550447, 0.50926816]","[0.70606726, 0.31116527, 0.19586349]","[0.07233375, 0.08059552, 0.94378716]",B
"[0.9755153, 0.11433292, 0.4555537]","[0.73238903, 0.60465044, 0.11614196]","[0.031832166, 0.549092, 0.8059706]",B
"[0.9755153, 0.11433292, 0.4555537]","[0.73238903, 0.60465044, 0.11614196]","[0.031832166, 0.549092, 0.8059706]",B
"[0.9755153, 0.11433292, 0.4555537]","[0.73238903, 0.60465044, 0.11614196]","[0.031832166, 0.549092, 0.8059706]",B
"[0.65698403, 0.9381108, 0.9261488]","[0.31974214, 0.32026425, 0.02088255]","[0.46533307, 0.12597197, 0.9198487]",B
"[0.65698403, 0.9381108, 0.9261488]","[0.31974214, 0.32026425, 0.02088255]","[0.46533307, 0.12597197, 0.9198487]",B
"[0.65698403, 0.9381108, 0.9261488]","[0.31974214, 0.32026425, 0.02088255]","[0.46533307, 0.12597197, 0.9198487]",B
"[0.44733378, 0.5097297, 0.94887346]","[0.13039611, 0.15699711, 0.06214598]","[0.08322915, 0.9443706, 0.5489624]",A
"[0.44733378, 0.5097297, 0.94887346]","[0.13039611, 0.15699711, 0.06214598]","[0.08322915, 0.9443706, 0.5489624]",A
